go_id	go_term_name	go_namespace	ontology
GO:0015937	coenzyme A biosynthetic process	biological_process	BP
GO:0015940	pantothenate biosynthetic process	biological_process	BP
GO:0015969	guanosine tetraphosphate metabolic process	biological_process	BP
GO:0015976	carbon utilization	biological_process	BP
GO:0015977	carbon fixation	biological_process	BP
GO:0015979	photosynthesis	biological_process	BP
GO:0015986	proton motive force-driven ATP synthesis	biological_process	BP
GO:0015995	chlorophyll biosynthetic process	biological_process	BP
GO:0015996	chlorophyll catabolic process	biological_process	BP
GO:0016042	lipid catabolic process	biological_process	BP
GO:0016052	carbohydrate catabolic process	biological_process	BP
GO:0016070	RNA metabolic process	biological_process	BP
GO:0016071	mRNA metabolic process	biological_process	BP
GO:0016072	rRNA metabolic process	biological_process	BP
GO:0016102	diterpenoid biosynthetic process	biological_process	BP
GO:0016104	triterpenoid biosynthetic process	biological_process	BP
GO:0016114	terpenoid biosynthetic process	biological_process	BP
GO:0016116	carotenoid metabolic process	biological_process	BP
GO:0016117	carotenoid biosynthetic process	biological_process	BP
GO:0016120	carotene biosynthetic process	biological_process	BP
GO:0016123	xanthophyll biosynthetic process	biological_process	BP
GO:0016125	sterol metabolic process	biological_process	BP
GO:0016126	sterol biosynthetic process	biological_process	BP
GO:0016180	snRNA processing	biological_process	BP
GO:0016192	vesicle-mediated transport	biological_process	BP
GO:0016197	endosomal transport	biological_process	BP
GO:0016226	iron-sulfur cluster assembly	biological_process	BP
GO:0016236	macroautophagy	biological_process	BP
GO:0016310	phosphorylation	biological_process	BP
GO:0016311	dephosphorylation	biological_process	BP
GO:0016480	negative regulation of transcription by RNA polymerase III	biological_process	BP
GO:0016482	cytosolic transport	biological_process	BP
GO:0016485	protein processing	biological_process	BP
GO:0016556	mRNA modification	biological_process	BP
GO:0016567	protein ubiquitination	biological_process	BP
GO:0016579	protein deubiquitination	biological_process	BP
GO:0016925	protein sumoylation	biological_process	BP
GO:0016926	protein desumoylation	biological_process	BP
GO:0016973	poly(A)+ mRNA export from nucleus	biological_process	BP
GO:0016998	cell wall macromolecule catabolic process	biological_process	BP
GO:0017004	cytochrome complex assembly	biological_process	BP
GO:0017038	protein import	biological_process	BP
GO:0017121	plasma membrane phospholipid scrambling	biological_process	BP
GO:0017148	negative regulation of translation	biological_process	BP
GO:0018131	oxazole or thiazole biosynthetic process	biological_process	BP
GO:0018216	peptidyl-arginine methylation	biological_process	BP
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	biological_process	BP
GO:0019252	starch biosynthetic process	biological_process	BP
GO:0019253	reductive pentose-phosphate cycle	biological_process	BP
GO:0019264	glycine biosynthetic process from serine	biological_process	BP
GO:0019276	UDP-N-acetylgalactosamine metabolic process	biological_process	BP
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	biological_process	BP
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	biological_process	BP
GO:0019290	siderophore biosynthetic process	biological_process	BP
GO:0019303	D-ribose catabolic process	biological_process	BP
GO:0019310	inositol catabolic process	biological_process	BP
GO:0019318	hexose metabolic process	biological_process	BP
GO:0019344	cysteine biosynthetic process	biological_process	BP
GO:0019346	transsulfuration	biological_process	BP
GO:0019348	dolichol metabolic process	biological_process	BP
GO:0019354	siroheme biosynthetic process	biological_process	BP
GO:0019363	pyridine nucleotide biosynthetic process	biological_process	BP
GO:0019365	pyridine nucleotide salvage	biological_process	BP
GO:0019375	galactolipid biosynthetic process	biological_process	BP
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	biological_process	BP
GO:0019408	dolichol biosynthetic process	biological_process	BP
GO:0019427	acetyl-CoA biosynthetic process from acetate	biological_process	BP
GO:0019430	removal of superoxide radicals	biological_process	BP
GO:0019432	triglyceride biosynthetic process	biological_process	BP
GO:0019441	tryptophan catabolic process to kynurenine	biological_process	BP
GO:0019464	glycine decarboxylation via glycine cleavage system	biological_process	BP
GO:0019478	D-amino acid catabolic process	biological_process	BP
GO:0019509	L-methionine salvage from methylthioadenosine	biological_process	BP
GO:0019521	D-gluconate metabolic process	biological_process	BP
GO:0019538	protein metabolic process	biological_process	BP
GO:0019632	shikimate metabolic process	biological_process	BP
GO:0019637	organophosphate metabolic process	biological_process	BP
GO:0019646	aerobic electron transport chain	biological_process	BP
GO:0019673	GDP-mannose metabolic process	biological_process	BP
GO:0019674	NAD metabolic process	biological_process	BP
GO:0019676	ammonia assimilation cycle	biological_process	BP
GO:0019682	glyceraldehyde-3-phosphate metabolic process	biological_process	BP
GO:0019684	photosynthesis, light reaction	biological_process	BP
GO:0019722	calcium-mediated signaling	biological_process	BP
GO:0019750	chloroplast localization	biological_process	BP
GO:0019752	carboxylic acid metabolic process	biological_process	BP
GO:0019755	one-carbon compound transport	biological_process	BP
GO:0019760	glucosinolate metabolic process	biological_process	BP
GO:0019761	glucosinolate biosynthetic process	biological_process	BP
GO:0019805	quinolinate biosynthetic process	biological_process	BP
GO:0019852	L-ascorbic acid metabolic process	biological_process	BP
GO:0019853	L-ascorbic acid biosynthetic process	biological_process	BP
GO:0019856	pyrimidine nucleobase biosynthetic process	biological_process	BP
GO:0019877	diaminopimelate biosynthetic process	biological_process	BP
GO:0019915	lipid storage	biological_process	BP
GO:0019941	modification-dependent protein catabolic process	biological_process	BP
GO:0019953	sexual reproduction	biological_process	BP
GO:0019985	translesion synthesis	biological_process	BP
GO:0019988	charged-tRNA amino acid modification	biological_process	BP
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	BP
GO:0022618	protein-RNA complex assembly	biological_process	BP
GO:0022900	electron transport chain	biological_process	BP
GO:0022904	respiratory electron transport chain	biological_process	BP
GO:0023052	signaling	biological_process	BP
GO:0030001	metal ion transport	biological_process	BP
GO:0030007	intracellular potassium ion homeostasis	biological_process	BP
GO:0030010	establishment of cell polarity	biological_process	BP
GO:0030026	intracellular manganese ion homeostasis	biological_process	BP
GO:0030029	actin filament-based process	biological_process	BP
GO:0030036	actin cytoskeleton organization	biological_process	BP
GO:0030041	actin filament polymerization	biological_process	BP
GO:0030042	actin filament depolymerization	biological_process	BP
GO:0030048	actin filament-based movement	biological_process	BP
GO:0030091	protein repair	biological_process	BP
GO:0030148	sphingolipid biosynthetic process	biological_process	BP
GO:0030150	protein import into mitochondrial matrix	biological_process	BP
GO:0030154	cell differentiation	biological_process	BP
GO:0030163	protein catabolic process	biological_process	BP
GO:0030174	regulation of DNA-templated DNA replication initiation	biological_process	BP
GO:0030187	melatonin biosynthetic process	biological_process	BP
GO:0030244	cellulose biosynthetic process	biological_process	BP
GO:0030245	cellulose catabolic process	biological_process	BP
GO:0030259	lipid glycosylation	biological_process	BP
GO:0030261	chromosome condensation	biological_process	BP
GO:0030307	positive regulation of cell growth	biological_process	BP
GO:0030328	prenylcysteine catabolic process	biological_process	BP
GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	BP
GO:0030418	nicotianamine biosynthetic process	biological_process	BP
GO:0030488	tRNA methylation	biological_process	BP
GO:0030490	maturation of SSU-rRNA	biological_process	BP
GO:0030497	fatty acid elongation	biological_process	BP
GO:0030644	intracellular chloride ion homeostasis	biological_process	BP
GO:0030833	regulation of actin filament polymerization	biological_process	BP
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	biological_process	BP
GO:0030968	endoplasmic reticulum unfolded protein response	biological_process	BP
GO:0030974	thiamine pyrophosphate transmembrane transport	biological_process	BP
GO:0031022	nuclear migration along microfilament	biological_process	BP
GO:0031023	microtubule organizing center organization	biological_process	BP
GO:0031047	regulatory ncRNA-mediated gene silencing	biological_process	BP
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	biological_process	BP
GO:0031110	regulation of microtubule polymerization or depolymerization	biological_process	BP
GO:0031119	tRNA pseudouridine synthesis	biological_process	BP
GO:0031120	snRNA pseudouridine synthesis	biological_process	BP
GO:0031122	cytoplasmic microtubule organization	biological_process	BP
GO:0031123	RNA 3'-end processing	biological_process	BP
GO:0031124	mRNA 3'-end processing	biological_process	BP
GO:0031145	anaphase-promoting complex-dependent catabolic process	biological_process	BP
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	biological_process	BP
GO:0031167	rRNA methylation	biological_process	BP
GO:0031179	peptide modification	biological_process	BP
GO:0031347	regulation of defense response	biological_process	BP
GO:0031348	negative regulation of defense response	biological_process	BP
GO:0031349	positive regulation of defense response	biological_process	BP
GO:0031408	oxylipin biosynthetic process	biological_process	BP
GO:0031507	heterochromatin formation	biological_process	BP
GO:0031509	subtelomeric heterochromatin formation	biological_process	BP
GO:0031564	transcription antitermination	biological_process	BP
GO:0031567	mitotic cell size control checkpoint signaling	biological_process	BP
GO:0031640	killing of cells of another organism	biological_process	BP
GO:0031647	regulation of protein stability	biological_process	BP
GO:0031929	TOR signaling	biological_process	BP
GO:0032147	activation of protein kinase activity	biological_process	BP
GO:0032196	transposition	biological_process	BP
GO:0032259	methylation	biological_process	BP
GO:0032324	molybdopterin cofactor biosynthetic process	biological_process	BP
GO:0032366	intracellular sterol transport	biological_process	BP
GO:0032367	intracellular cholesterol transport	biological_process	BP
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	biological_process	BP
GO:0032446	protein modification by small protein conjugation	biological_process	BP
GO:0032465	regulation of cytokinesis	biological_process	BP
GO:0032469	endoplasmic reticulum calcium ion homeostasis	biological_process	BP
GO:0032502	developmental process	biological_process	BP
GO:0032509	endosome transport via multivesicular body sorting pathway	biological_process	BP
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	biological_process	BP
GO:0032780	negative regulation of ATP-dependent activity	biological_process	BP
GO:0032784	regulation of DNA-templated transcription elongation	biological_process	BP
GO:0032787	monocarboxylic acid metabolic process	biological_process	BP
GO:0032875	regulation of DNA endoreduplication	biological_process	BP
GO:0032955	regulation of division septum assembly	biological_process	BP
GO:0032957	inositol trisphosphate metabolic process	biological_process	BP
GO:0032958	inositol phosphate biosynthetic process	biological_process	BP
GO:0032963	collagen metabolic process	biological_process	BP
GO:0032968	positive regulation of transcription elongation by RNA polymerase II	biological_process	BP
GO:0032981	mitochondrial respiratory chain complex I assembly	biological_process	BP
GO:0032984	protein-containing complex disassembly	biological_process	BP
GO:0033013	tetrapyrrole metabolic process	biological_process	BP
GO:0033014	tetrapyrrole biosynthetic process	biological_process	BP
GO:0033044	regulation of chromosome organization	biological_process	BP
GO:0033314	mitotic DNA replication checkpoint signaling	biological_process	BP
GO:0033355	ascorbate glutathione cycle	biological_process	BP
GO:0033356	UDP-L-arabinose metabolic process	biological_process	BP
GO:0033499	galactose catabolic process via UDP-galactose	biological_process	BP
GO:0033554	cellular response to stress	biological_process	BP
GO:0033566	gamma-tubulin complex localization	biological_process	BP
GO:0033567	DNA replication, Okazaki fragment processing	biological_process	BP
GO:0033591	response to L-ascorbic acid	biological_process	BP
GO:0033962	P-body assembly	biological_process	BP
GO:0033993	response to lipid	biological_process	BP
GO:0034058	endosomal vesicle fusion	biological_process	BP
GO:0034090	maintenance of meiotic sister chromatid cohesion	biological_process	BP
GO:0034196	acylglycerol transport	biological_process	BP
GO:0034204	lipid translocation	biological_process	BP
GO:0034219	carbohydrate transmembrane transport	biological_process	BP
GO:0034220	monoatomic ion transmembrane transport	biological_process	BP
GO:0034227	tRNA thio-modification	biological_process	BP
GO:0034244	negative regulation of transcription elongation by RNA polymerase II	biological_process	BP
GO:0034314	Arp2/3 complex-mediated actin nucleation	biological_process	BP
GO:0034440	lipid oxidation	biological_process	BP
GO:0034477	U6 snRNA 3'-end processing	biological_process	BP
GO:0034508	centromere complex assembly	biological_process	BP
GO:0034551	mitochondrial respiratory chain complex III assembly	biological_process	BP
GO:0034553	mitochondrial respiratory chain complex II assembly	biological_process	BP
GO:0034599	cellular response to oxidative stress	biological_process	BP
GO:0034605	cellular response to heat	biological_process	BP
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	BP
GO:0034755	iron ion transmembrane transport	biological_process	BP
GO:0034756	regulation of iron ion transport	biological_process	BP
GO:0034765	regulation of monoatomic ion transmembrane transport	biological_process	BP
GO:0034975	protein folding in endoplasmic reticulum	biological_process	BP
GO:0034976	response to endoplasmic reticulum stress	biological_process	BP
GO:0035092	sperm DNA condensation	biological_process	BP
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	biological_process	BP
GO:0035195	miRNA-mediated post-transcriptional gene silencing	biological_process	BP
GO:0035196	miRNA processing	biological_process	BP
GO:0035246	peptidyl-arginine N-methylation	biological_process	BP
GO:0035266	meristem growth	biological_process	BP
GO:0035303	regulation of dephosphorylation	biological_process	BP
GO:0035434	copper ion transmembrane transport	biological_process	BP
GO:0035435	phosphate ion transmembrane transport	biological_process	BP
GO:0035442	dipeptide transmembrane transport	biological_process	BP
GO:0035494	SNARE complex disassembly	biological_process	BP
GO:0035556	intracellular signal transduction	biological_process	BP
GO:0035600	tRNA methylthiolation	biological_process	BP
GO:0035627	ceramide transport	biological_process	BP
GO:0035672	oligopeptide transmembrane transport	biological_process	BP
GO:0035725	sodium ion transmembrane transport	biological_process	BP
GO:0035821	modulation of process of another organism	biological_process	BP
GO:0035825	homologous recombination	biological_process	BP
GO:0035999	tetrahydrofolate interconversion	biological_process	BP
GO:0036211	protein modification process	biological_process	BP
GO:0036265	RNA (guanine-N7)-methylation	biological_process	BP
GO:0036293	response to decreased oxygen levels	biological_process	BP
GO:0036444	calcium import into the mitochondrion	biological_process	BP
GO:0036503	ERAD pathway	biological_process	BP
GO:0040008	regulation of growth	biological_process	BP
GO:0040029	epigenetic regulation of gene expression	biological_process	BP
GO:0042023	DNA endoreduplication	biological_process	BP
GO:0042126	nitrate metabolic process	biological_process	BP
GO:0042147	retrograde transport, endosome to Golgi	biological_process	BP
GO:0042176	regulation of protein catabolic process	biological_process	BP
GO:0042180	ketone metabolic process	biological_process	BP
GO:0042181	ketone biosynthetic process	biological_process	BP
GO:0042255	ribosome assembly	biological_process	BP
GO:0042398	modified amino acid biosynthetic process	biological_process	BP
GO:0042454	ribonucleoside catabolic process	biological_process	BP
GO:0042545	cell wall modification	biological_process	BP
GO:0042546	cell wall biogenesis	biological_process	BP
GO:0042548	regulation of photosynthesis, light reaction	biological_process	BP
GO:0042558	pteridine-containing compound metabolic process	biological_process	BP
GO:0042559	pteridine-containing compound biosynthetic process	biological_process	BP
GO:0042594	response to starvation	biological_process	BP
GO:0042631	cellular response to water deprivation	biological_process	BP
GO:0042723	thiamine-containing compound metabolic process	biological_process	BP
GO:0042732	D-xylose metabolic process	biological_process	BP
GO:0042742	defense response to bacterium	biological_process	BP
GO:0042744	hydrogen peroxide catabolic process	biological_process	BP
GO:0042752	regulation of circadian rhythm	biological_process	BP
GO:0042753	positive regulation of circadian rhythm	biological_process	BP
GO:0042761	very long-chain fatty acid biosynthetic process	biological_process	BP
GO:0042773	ATP synthesis coupled electron transport	biological_process	BP
GO:0042780	tRNA 3'-end processing	biological_process	BP
GO:0042793	plastid transcription	biological_process	BP
GO:0042794	plastid rRNA transcription	biological_process	BP
GO:0042816	vitamin B6 metabolic process	biological_process	BP
GO:0042819	vitamin B6 biosynthetic process	biological_process	BP
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process	BP
GO:0042908	xenobiotic transport	biological_process	BP
GO:0042938	dipeptide transport	biological_process	BP
GO:0042939	tripeptide transport	biological_process	BP
GO:0042948	salicin transport	biological_process	BP
GO:0043001	Golgi to plasma membrane protein transport	biological_process	BP
GO:0043039	tRNA aminoacylation	biological_process	BP
GO:0043043	peptide biosynthetic process	biological_process	BP
GO:0043067	regulation of programmed cell death	biological_process	BP
GO:0043068	positive regulation of programmed cell death	biological_process	BP
GO:0043085	positive regulation of catalytic activity	biological_process	BP
GO:0043086	negative regulation of catalytic activity	biological_process	BP
GO:0043087	regulation of GTPase activity	biological_process	BP
GO:0043137	DNA replication, removal of RNA primer	biological_process	BP
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process	BP
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	biological_process	BP
GO:0043248	proteasome assembly	biological_process	BP
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	biological_process	BP
GO:0043407	negative regulation of MAP kinase activity	biological_process	BP
GO:0043419	urea catabolic process	biological_process	BP
GO:0043436	oxoacid metabolic process	biological_process	BP
GO:0043457	regulation of cellular respiration	biological_process	BP
GO:0043461	proton-transporting ATP synthase complex assembly	biological_process	BP
GO:0043481	anthocyanin accumulation in tissues in response to UV light	biological_process	BP
GO:0043484	regulation of RNA splicing	biological_process	BP
GO:0043488	regulation of mRNA stability	biological_process	BP
GO:0043547	positive regulation of GTPase activity	biological_process	BP
GO:0043622	cortical microtubule organization	biological_process	BP
GO:0043647	inositol phosphate metabolic process	biological_process	BP
GO:0043648	dicarboxylic acid metabolic process	biological_process	BP
GO:0043953	protein transport by the Tat complex	biological_process	BP
GO:0044042	glucan metabolic process	biological_process	BP
GO:0044070	regulation of monoatomic anion transport	biological_process	BP
GO:0044205	'de novo' UMP biosynthetic process	biological_process	BP
GO:0044206	UMP salvage	biological_process	BP
GO:0044208	'de novo' AMP biosynthetic process	biological_process	BP
GO:0044209	AMP salvage	biological_process	BP
GO:0044210	'de novo' CTP biosynthetic process	biological_process	BP
GO:0044238	primary metabolic process	biological_process	BP
GO:0044272	sulfur compound biosynthetic process	biological_process	BP
GO:0044281	small molecule metabolic process	biological_process	BP
GO:0044283	small molecule biosynthetic process	biological_process	BP
GO:0044375	regulation of peroxisome size	biological_process	BP
GO:0044550	secondary metabolite biosynthetic process	biological_process	BP
GO:0044571	[2Fe-2S] cluster assembly	biological_process	BP
GO:0044572	[4Fe-4S] cluster assembly	biological_process	BP
GO:0044772	mitotic cell cycle phase transition	biological_process	BP
GO:0045010	actin nucleation	biological_process	BP
GO:0045017	glycerolipid biosynthetic process	biological_process	BP
GO:0045036	protein targeting to chloroplast	biological_process	BP
GO:0045037	protein import into chloroplast stroma	biological_process	BP
GO:0045038	protein import into chloroplast thylakoid membrane	biological_process	BP
GO:0045039	protein insertion into mitochondrial inner membrane	biological_process	BP
GO:0045040	protein insertion into mitochondrial outer membrane	biological_process	BP
GO:0045041	protein import into mitochondrial intermembrane space	biological_process	BP
GO:0045047	protein targeting to ER	biological_process	BP
GO:0045048	protein insertion into ER membrane	biological_process	BP
GO:0045087	innate immune response	biological_process	BP
GO:0045088	regulation of innate immune response	biological_process	BP
GO:0045089	positive regulation of innate immune response	biological_process	BP
GO:0045116	protein neddylation	biological_process	BP
GO:0045132	meiotic chromosome segregation	biological_process	BP
GO:0045144	meiotic sister chromatid segregation	biological_process	BP
GO:0045292	mRNA cis splicing, via spliceosome	biological_process	BP
GO:0045324	late endosome to vacuole transport	biological_process	BP
GO:0045333	cellular respiration	biological_process	BP
GO:0045338	farnesyl diphosphate metabolic process	biological_process	BP
GO:0045488	pectin metabolic process	biological_process	BP
GO:0045490	pectin catabolic process	biological_process	BP
GO:0045493	xylan catabolic process	biological_process	BP
GO:0045727	positive regulation of translation	biological_process	BP
GO:0045732	positive regulation of protein catabolic process	biological_process	BP
GO:0045739	positive regulation of DNA repair	biological_process	BP
GO:0045814	negative regulation of gene expression, epigenetic	biological_process	BP
GO:0045836	positive regulation of meiotic nuclear division	biological_process	BP
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	biological_process	BP
GO:0045892	negative regulation of DNA-templated transcription	biological_process	BP
GO:0045893	positive regulation of DNA-templated transcription	biological_process	BP
GO:0045900	negative regulation of translational elongation	biological_process	BP
GO:0045901	positive regulation of translational elongation	biological_process	BP
GO:0045910	negative regulation of DNA recombination	biological_process	BP
GO:0045926	negative regulation of growth	biological_process	BP
GO:0045927	positive regulation of growth	biological_process	BP
GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process	BP
GO:0045995	regulation of embryonic development	biological_process	BP
GO:0046034	ATP metabolic process	biological_process	BP
GO:0046037	GMP metabolic process	biological_process	BP
GO:0046081	dUTP catabolic process	biological_process	BP
GO:0046110	xanthine metabolic process	biological_process	BP
GO:0046148	pigment biosynthetic process	biological_process	BP
GO:0046168	glycerol-3-phosphate catabolic process	biological_process	BP
GO:0046189	phenol-containing compound biosynthetic process	biological_process	BP
GO:0046208	spermine catabolic process	biological_process	BP
GO:0046274	lignin catabolic process	biological_process	BP
GO:0046294	formaldehyde catabolic process	biological_process	BP
GO:0046349	amino sugar biosynthetic process	biological_process	BP
GO:0046373	L-arabinose metabolic process	biological_process	BP
GO:0046394	carboxylic acid biosynthetic process	biological_process	BP
GO:0046395	carboxylic acid catabolic process	biological_process	BP
GO:0046417	chorismate metabolic process	biological_process	BP
GO:0046470	phosphatidylcholine metabolic process	biological_process	BP
GO:0046488	phosphatidylinositol metabolic process	biological_process	BP
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	BP
GO:0046513	ceramide biosynthetic process	biological_process	BP
GO:0046514	ceramide catabolic process	biological_process	BP
GO:0046621	negative regulation of organ growth	biological_process	BP
GO:0046622	positive regulation of organ growth	biological_process	BP
GO:0046654	tetrahydrofolate biosynthetic process	biological_process	BP
GO:0046656	folic acid biosynthetic process	biological_process	BP
GO:0046685	response to arsenic-containing substance	biological_process	BP
GO:0046686	response to cadmium ion	biological_process	BP
GO:0046710	GDP metabolic process	biological_process	BP
GO:0046785	microtubule polymerization	biological_process	BP
GO:0046835	carbohydrate phosphorylation	biological_process	BP
GO:0046854	phosphatidylinositol phosphate biosynthetic process	biological_process	BP
GO:0046856	phosphatidylinositol dephosphorylation	biological_process	BP
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	biological_process	BP
GO:0046907	intracellular transport	biological_process	BP
GO:0046938	phytochelatin biosynthetic process	biological_process	BP
GO:0046940	nucleoside monophosphate phosphorylation	biological_process	BP
GO:0048193	Golgi vesicle transport	biological_process	BP
GO:0048229	gametophyte development	biological_process	BP
GO:0048232	male gamete generation	biological_process	BP
GO:0048236	plant-type sporogenesis	biological_process	BP
GO:0048255	mRNA stabilization	biological_process	BP
GO:0048268	clathrin coat assembly	biological_process	BP
GO:0048280	vesicle fusion with Golgi apparatus	biological_process	BP
GO:0048316	seed development	biological_process	BP
GO:0048364	root development	biological_process	BP
GO:0048366	leaf development	biological_process	BP
GO:0048367	shoot system development	biological_process	BP
GO:0048437	floral organ development	biological_process	BP
GO:0048438	floral whorl development	biological_process	BP
GO:0048440	carpel development	biological_process	BP
GO:0048441	petal development	biological_process	BP
GO:0048443	stamen development	biological_process	BP
GO:0048468	cell development	biological_process	BP
GO:0048507	meristem development	biological_process	BP
GO:0048508	embryonic meristem development	biological_process	BP
GO:0048511	rhythmic process	biological_process	BP
GO:0048527	lateral root development	biological_process	BP
GO:0048544	recognition of pollen	biological_process	BP
GO:0048564	photosystem I assembly	biological_process	BP
GO:0048573	photoperiodism, flowering	biological_process	BP
GO:0048574	long-day photoperiodism, flowering	biological_process	BP
GO:0048578	positive regulation of long-day photoperiodism, flowering	biological_process	BP
GO:0048579	negative regulation of long-day photoperiodism, flowering	biological_process	BP
GO:0048586	regulation of long-day photoperiodism, flowering	biological_process	BP
GO:0048587	regulation of short-day photoperiodism, flowering	biological_process	BP
GO:0048589	developmental growth	biological_process	BP
GO:0048608	reproductive structure development	biological_process	BP
GO:0048638	regulation of developmental growth	biological_process	BP
GO:0048653	anther development	biological_process	BP
GO:0048657	anther wall tapetum cell differentiation	biological_process	BP
GO:0048658	anther wall tapetum development	biological_process	BP
GO:0048731	system development	biological_process	BP
GO:0048766	root hair initiation	biological_process	BP
GO:0048767	root hair elongation	biological_process	BP
GO:0048768	root hair cell tip growth	biological_process	BP
GO:0048827	phyllome development	biological_process	BP
GO:0048829	root cap development	biological_process	BP
GO:0048830	adventitious root development	biological_process	BP
GO:0048868	pollen tube development	biological_process	BP
GO:0050482	arachidonate secretion	biological_process	BP
GO:0050665	hydrogen peroxide biosynthetic process	biological_process	BP
GO:0050687	negative regulation of defense response to virus	biological_process	BP
GO:0050790	regulation of catalytic activity	biological_process	BP
GO:0050793	regulation of developmental process	biological_process	BP
GO:0050821	protein stabilization	biological_process	BP
GO:0050826	response to freezing	biological_process	BP
GO:0050832	defense response to fungus	biological_process	BP
GO:0050891	multicellular organismal-level water homeostasis	biological_process	BP
GO:0050982	detection of mechanical stimulus	biological_process	BP
GO:0050992	dimethylallyl diphosphate biosynthetic process	biological_process	BP
GO:0051013	microtubule severing	biological_process	BP
GO:0051014	actin filament severing	biological_process	BP
GO:0051016	barbed-end actin filament capping	biological_process	BP
GO:0051017	actin filament bundle assembly	biological_process	BP
GO:0051026	chiasma assembly	biological_process	BP
GO:0051028	mRNA transport	biological_process	BP
GO:0051053	negative regulation of DNA metabolic process	biological_process	BP
GO:0051083	'de novo' cotranslational protein folding	biological_process	BP
GO:0051091	positive regulation of DNA-binding transcription factor activity	biological_process	BP
GO:0051123	RNA polymerase II preinitiation complex assembly	biological_process	BP
GO:0051131	chaperone-mediated protein complex assembly	biological_process	BP
GO:0051156	glucose 6-phosphate metabolic process	biological_process	BP
GO:0051168	nuclear export	biological_process	BP
GO:0051169	nuclear transport	biological_process	BP
GO:0051176	positive regulation of sulfur metabolic process	biological_process	BP
GO:0051177	meiotic sister chromatid cohesion	biological_process	BP
GO:0051205	protein insertion into membrane	biological_process	BP
GO:0051211	anisotropic cell growth	biological_process	BP
GO:0051225	spindle assembly	biological_process	BP
GO:0051239	regulation of multicellular organismal process	biological_process	BP
GO:0051246	regulation of protein metabolic process	biological_process	BP
GO:0051252	regulation of RNA metabolic process	biological_process	BP
GO:0051258	protein polymerization	biological_process	BP
GO:0051259	protein complex oligomerization	biological_process	BP
GO:0051260	protein homooligomerization	biological_process	BP
GO:0051262	protein tetramerization	biological_process	BP
GO:0051276	chromosome organization	biological_process	BP
GO:0051291	protein heterooligomerization	biological_process	BP
GO:0051301	cell division	biological_process	BP
GO:0051302	regulation of cell division	biological_process	BP
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	biological_process	BP
GO:0051321	meiotic cell cycle	biological_process	BP
GO:0051382	kinetochore assembly	biological_process	BP
GO:0051391	tRNA acetylation	biological_process	BP
GO:0051502	diterpene phytoalexin biosynthetic process	biological_process	BP
GO:0051510	regulation of unidimensional cell growth	biological_process	BP
GO:0051512	positive regulation of unidimensional cell growth	biological_process	BP
GO:0051513	regulation of monopolar cell growth	biological_process	BP
GO:0051560	mitochondrial calcium ion homeostasis	biological_process	BP
GO:0051603	proteolysis involved in protein catabolic process	biological_process	BP
GO:0051604	protein maturation	biological_process	BP
GO:0051606	detection of stimulus	biological_process	BP
GO:0051607	defense response to virus	biological_process	BP
GO:0051693	actin filament capping	biological_process	BP
GO:0051707	response to other organism	biological_process	BP
GO:0051726	regulation of cell cycle	biological_process	BP
GO:0051783	regulation of nuclear division	biological_process	BP
GO:0051865	protein autoubiquitination	biological_process	BP
GO:0051923	sulfation	biological_process	BP
GO:0051983	regulation of chromosome segregation	biological_process	BP
GO:0052543	callose deposition in cell wall	biological_process	BP
GO:0052837	thiazole biosynthetic process	biological_process	BP
GO:0055062	phosphate ion homeostasis	biological_process	BP
GO:0055075	potassium ion homeostasis	biological_process	BP
GO:0055085	transmembrane transport	biological_process	BP
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	BP
GO:0060147	regulation of post-transcriptional gene silencing	biological_process	BP
GO:0060236	regulation of mitotic spindle organization	biological_process	BP
GO:0060255	regulation of macromolecule metabolic process	biological_process	BP
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	biological_process	BP
GO:0060321	acceptance of pollen	biological_process	BP
