go_id	go_term_name	go_namespace	ontology
GO:0005737	cytoplasm	cellular_component	CC
GO:0005739	mitochondrion	cellular_component	CC
GO:0005740	mitochondrial envelope	cellular_component	CC
GO:0005741	mitochondrial outer membrane	cellular_component	CC
GO:0005742	mitochondrial outer membrane translocase complex	cellular_component	CC
GO:0005743	mitochondrial inner membrane	cellular_component	CC
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	cellular_component	CC
GO:0005758	mitochondrial intermembrane space	cellular_component	CC
GO:0005759	mitochondrial matrix	cellular_component	CC
GO:0005761	mitochondrial ribosome	cellular_component	CC
GO:0005762	mitochondrial large ribosomal subunit	cellular_component	CC
GO:0005763	mitochondrial small ribosomal subunit	cellular_component	CC
GO:0005764	lysosome	cellular_component	CC
GO:0005765	lysosomal membrane	cellular_component	CC
GO:0005768	endosome	cellular_component	CC
GO:0005769	early endosome	cellular_component	CC
GO:0005770	late endosome	cellular_component	CC
GO:0005771	multivesicular body	cellular_component	CC
GO:0005773	vacuole	cellular_component	CC
GO:0005774	vacuolar membrane	cellular_component	CC
GO:0005776	autophagosome	cellular_component	CC
GO:0005777	peroxisome	cellular_component	CC
GO:0005778	peroxisomal membrane	cellular_component	CC
GO:0005782	peroxisomal matrix	cellular_component	CC
GO:0005783	endoplasmic reticulum	cellular_component	CC
GO:0005784	Sec61 translocon complex	cellular_component	CC
GO:0005785	signal recognition particle receptor complex	cellular_component	CC
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	cellular_component	CC
GO:0005787	signal peptidase complex	cellular_component	CC
GO:0005788	endoplasmic reticulum lumen	cellular_component	CC
GO:0005789	endoplasmic reticulum membrane	cellular_component	CC
GO:0005794	Golgi apparatus	cellular_component	CC
GO:0005795	Golgi stack	cellular_component	CC
GO:0005798	Golgi-associated vesicle	cellular_component	CC
GO:0005801	cis-Golgi network	cellular_component	CC
GO:0005802	trans-Golgi network	cellular_component	CC
GO:0005811	lipid droplet	cellular_component	CC
GO:0005815	microtubule organizing center	cellular_component	CC
GO:0005819	spindle	cellular_component	CC
GO:0005829	cytosol	cellular_component	CC
GO:0005832	chaperonin-containing T-complex	cellular_component	CC
GO:0005834	heterotrimeric G-protein complex	cellular_component	CC
GO:0005838	proteasome regulatory particle	cellular_component	CC
GO:0005839	proteasome core complex	cellular_component	CC
GO:0005840	ribosome	cellular_component	CC
GO:0005846	nuclear cap binding complex	cellular_component	CC
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	cellular_component	CC
GO:0005848	mRNA cleavage stimulating factor complex	cellular_component	CC
GO:0005849	mRNA cleavage factor complex	cellular_component	CC
GO:0005850	eukaryotic translation initiation factor 2 complex	cellular_component	CC
GO:0005852	eukaryotic translation initiation factor 3 complex	cellular_component	CC
GO:0005853	eukaryotic translation elongation factor 1 complex	cellular_component	CC
GO:0005854	nascent polypeptide-associated complex	cellular_component	CC
GO:0005856	cytoskeleton	cellular_component	CC
GO:0005874	microtubule	cellular_component	CC
GO:0005875	microtubule associated complex	cellular_component	CC
GO:0005876	spindle microtubule	cellular_component	CC
GO:0005885	Arp2/3 protein complex	cellular_component	CC
GO:0005886	plasma membrane	cellular_component	CC
GO:0005901	caveola	cellular_component	CC
GO:0005905	clathrin-coated pit	cellular_component	CC
GO:0005950	anthranilate synthase complex	cellular_component	CC
GO:0005953	CAAX-protein geranylgeranyltransferase complex	cellular_component	CC
GO:0005956	protein kinase CK2 complex	cellular_component	CC
GO:0005960	glycine cleavage complex	cellular_component	CC
GO:0005965	protein farnesyltransferase complex	cellular_component	CC
GO:0005968	Rab-protein geranylgeranyltransferase complex	cellular_component	CC
GO:0008023	transcription elongation factor complex	cellular_component	CC
GO:0008180	COP9 signalosome	cellular_component	CC
GO:0008250	oligosaccharyltransferase complex	cellular_component	CC
GO:0008278	cohesin complex	cellular_component	CC
GO:0008290	F-actin capping protein complex	cellular_component	CC
GO:0008352	katanin complex	cellular_component	CC
GO:0008540	proteasome regulatory particle, base subcomplex	cellular_component	CC
GO:0008541	proteasome regulatory particle, lid subcomplex	cellular_component	CC
GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	cellular_component	CC
GO:0009341	beta-galactosidase complex	cellular_component	CC
GO:0009349	riboflavin synthase complex	cellular_component	CC
GO:0009360	DNA polymerase III complex	cellular_component	CC
GO:0009501	amyloplast	cellular_component	CC
GO:0009505	plant-type cell wall	cellular_component	CC
GO:0009506	plasmodesma	cellular_component	CC
GO:0009507	chloroplast	cellular_component	CC
GO:0009521	photosystem	cellular_component	CC
GO:0009522	photosystem I	cellular_component	CC
GO:0009523	photosystem II	cellular_component	CC
GO:0009526	plastid envelope	cellular_component	CC
GO:0009527	plastid outer membrane	cellular_component	CC
GO:0009528	plastid inner membrane	cellular_component	CC
GO:0009536	plastid	cellular_component	CC
GO:0009579	thylakoid	cellular_component	CC
GO:0009898	cytoplasmic side of plasma membrane	cellular_component	CC
GO:0010008	endosome membrane	cellular_component	CC
GO:0010287	plastoglobule	cellular_component	CC
GO:0010330	cellulose synthase complex	cellular_component	CC
GO:0010598	NAD(P)H dehydrogenase complex (plastoquinone)	cellular_component	CC
GO:0012505	endomembrane system	cellular_component	CC
GO:0012507	ER to Golgi transport vesicle membrane	cellular_component	CC
GO:0012511	monolayer-surrounded lipid storage body	cellular_component	CC
GO:0015030	Cajal body	cellular_component	CC
GO:0015629	actin cytoskeleton	cellular_component	CC
GO:0015630	microtubule cytoskeleton	cellular_component	CC
GO:0015934	large ribosomal subunit	cellular_component	CC
GO:0015935	small ribosomal subunit	cellular_component	CC
GO:0016020	membrane	cellular_component	CC
GO:0016272	prefoldin complex	cellular_component	CC
GO:0016459	myosin complex	cellular_component	CC
GO:0016471	vacuolar proton-transporting V-type ATPase complex	cellular_component	CC
GO:0016592	mediator complex	cellular_component	CC
GO:0016604	nuclear body	cellular_component	CC
GO:0016607	nuclear speck	cellular_component	CC
GO:0017053	transcription repressor complex	cellular_component	CC
GO:0019005	SCF ubiquitin ligase complex	cellular_component	CC
GO:0019773	proteasome core complex, alpha-subunit complex	cellular_component	CC
GO:0019774	proteasome core complex, beta-subunit complex	cellular_component	CC
GO:0019867	outer membrane	cellular_component	CC
GO:0019898	extrinsic component of membrane	cellular_component	CC
GO:0022625	cytosolic large ribosomal subunit	cellular_component	CC
GO:0022626	cytosolic ribosome	cellular_component	CC
GO:0022627	cytosolic small ribosomal subunit	cellular_component	CC
GO:0030008	TRAPP complex	cellular_component	CC
GO:0030014	CCR4-NOT complex	cellular_component	CC
GO:0030015	CCR4-NOT core complex	cellular_component	CC
GO:0030117	membrane coat	cellular_component	CC
GO:0030121	AP-1 adaptor complex	cellular_component	CC
GO:0030122	AP-2 adaptor complex	cellular_component	CC
GO:0030123	AP-3 adaptor complex	cellular_component	CC
GO:0030124	AP-4 adaptor complex	cellular_component	CC
GO:0030126	COPI vesicle coat	cellular_component	CC
GO:0030127	COPII vesicle coat	cellular_component	CC
GO:0030130	clathrin coat of trans-Golgi network vesicle	cellular_component	CC
GO:0030131	clathrin adaptor complex	cellular_component	CC
GO:0030132	clathrin coat of coated pit	cellular_component	CC
GO:0030136	clathrin-coated vesicle	cellular_component	CC
GO:0030139	endocytic vesicle	cellular_component	CC
GO:0030286	dynein complex	cellular_component	CC
GO:0030289	protein phosphatase 4 complex	cellular_component	CC
GO:0030532	small nuclear ribonucleoprotein complex	cellular_component	CC
GO:0030658	transport vesicle membrane	cellular_component	CC
GO:0030659	cytoplasmic vesicle membrane	cellular_component	CC
GO:0030663	COPI-coated vesicle membrane	cellular_component	CC
GO:0030665	clathrin-coated vesicle membrane	cellular_component	CC
GO:0030677	ribonuclease P complex	cellular_component	CC
GO:0030684	preribosome	cellular_component	CC
GO:0030686	90S preribosome	cellular_component	CC
GO:0030687	preribosome, large subunit precursor	cellular_component	CC
GO:0030688	preribosome, small subunit precursor	cellular_component	CC
GO:0030870	Mre11 complex	cellular_component	CC
GO:0030880	RNA polymerase complex	cellular_component	CC
GO:0030896	checkpoint clamp complex	cellular_component	CC
GO:0030897	HOPS complex	cellular_component	CC
GO:0030904	retromer complex	cellular_component	CC
GO:0030906	retromer, cargo-selective complex	cellular_component	CC
GO:0030915	Smc5-Smc6 complex	cellular_component	CC
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	cellular_component	CC
GO:0031011	Ino80 complex	cellular_component	CC
GO:0031012	extracellular matrix	cellular_component	CC
GO:0031083	BLOC-1 complex	cellular_component	CC
GO:0031090	organelle membrane	cellular_component	CC
GO:0031201	SNARE complex	cellular_component	CC
GO:0031209	SCAR complex	cellular_component	CC
GO:0031213	RSF complex	cellular_component	CC
GO:0031262	Ndc80 complex	cellular_component	CC
GO:0031314	extrinsic component of mitochondrial inner membrane	cellular_component	CC
GO:0031332	RNAi effector complex	cellular_component	CC
GO:0031390	Ctf18 RFC-like complex	cellular_component	CC
GO:0031410	cytoplasmic vesicle	cellular_component	CC
GO:0031415	NatA complex	cellular_component	CC
GO:0031417	NatC complex	cellular_component	CC
GO:0031428	box C/D methylation guide snoRNP complex	cellular_component	CC
GO:0031429	box H/ACA snoRNP complex	cellular_component	CC
GO:0031461	cullin-RING ubiquitin ligase complex	cellular_component	CC
GO:0031510	SUMO activating enzyme complex	cellular_component	CC
GO:0031515	tRNA (m1A) methyltransferase complex	cellular_component	CC
GO:0031519	PcG protein complex	cellular_component	CC
GO:0031901	early endosome membrane	cellular_component	CC
GO:0031902	late endosome membrane	cellular_component	CC
GO:0031931	TORC1 complex	cellular_component	CC
GO:0031932	TORC2 complex	cellular_component	CC
GO:0031965	nuclear membrane	cellular_component	CC
GO:0031966	mitochondrial membrane	cellular_component	CC
GO:0031969	chloroplast membrane	cellular_component	CC
GO:0031972	chloroplast intermembrane space	cellular_component	CC
GO:0031982	vesicle	cellular_component	CC
GO:0032300	mismatch repair complex	cellular_component	CC
GO:0032432	actin filament bundle	cellular_component	CC
GO:0032580	Golgi cisterna membrane	cellular_component	CC
GO:0032991	protein-containing complex	cellular_component	CC
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex	cellular_component	CC
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	cellular_component	CC
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	cellular_component	CC
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	cellular_component	CC
GO:0033179	proton-transporting V-type ATPase, V0 domain	cellular_component	CC
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular_component	CC
GO:0033263	CORVET complex	cellular_component	CC
GO:0033290	eukaryotic 48S preinitiation complex	cellular_component	CC
GO:0033557	Slx1-Slx4 complex	cellular_component	CC
GO:0033588	elongator holoenzyme complex	cellular_component	CC
GO:0034045	phagophore assembly site membrane	cellular_component	CC
GO:0034066	Ric1-Rgp1 guanyl-nucleotide exchange factor complex	cellular_component	CC
GO:0034399	nuclear periphery	cellular_component	CC
GO:0034426	etioplast membrane	cellular_component	CC
GO:0034457	Mpp10 complex	cellular_component	CC
GO:0034702	monoatomic ion channel complex	cellular_component	CC
GO:0034707	chloride channel complex	cellular_component	CC
GO:0035060	brahma complex	cellular_component	CC
GO:0035097	histone methyltransferase complex	cellular_component	CC
GO:0035101	FACT complex	cellular_component	CC
GO:0035145	exon-exon junction complex	cellular_component	CC
GO:0035267	NuA4 histone acetyltransferase complex	cellular_component	CC
GO:0035550	urease complex	cellular_component	CC
GO:0035658	Mon1-Ccz1 complex	cellular_component	CC
GO:0042170	plastid membrane	cellular_component	CC
GO:0042555	MCM complex	cellular_component	CC
GO:0042597	periplasmic space	cellular_component	CC
GO:0042651	thylakoid membrane	cellular_component	CC
GO:0042719	mitochondrial intermembrane space protein transporter complex	cellular_component	CC
GO:0042720	mitochondrial inner membrane peptidase complex	cellular_component	CC
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	cellular_component	CC
GO:0042765	GPI-anchor transamidase complex	cellular_component	CC
GO:0042995	cell projection	cellular_component	CC
GO:0043189	H4/H2A histone acetyltransferase complex	cellular_component	CC
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular_component	CC
GO:0043226	organelle	cellular_component	CC
GO:0043231	intracellular membrane-bounded organelle	cellular_component	CC
GO:0043240	Fanconi anaemia nuclear complex	cellular_component	CC
GO:0043564	Ku70:Ku80 complex	cellular_component	CC
GO:0043625	delta DNA polymerase complex	cellular_component	CC
GO:0044322	endoplasmic reticulum quality control compartment	cellular_component	CC
GO:0045252	oxoglutarate dehydrogenase complex	cellular_component	CC
GO:0045254	pyruvate dehydrogenase complex	cellular_component	CC
GO:0045259	proton-transporting ATP synthase complex	cellular_component	CC
GO:0045271	respiratory chain complex I	cellular_component	CC
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	cellular_component	CC
GO:0045275	respiratory chain complex III	cellular_component	CC
GO:0045277	respiratory chain complex IV	cellular_component	CC
GO:0046540	U4/U6 x U5 tri-snRNP complex	cellular_component	CC
GO:0046695	SLIK (SAGA-like) complex	cellular_component	CC
GO:0046930	pore complex	cellular_component	CC
GO:0048046	apoplast	cellular_component	CC
GO:0048188	Set1C/COMPASS complex	cellular_component	CC
GO:0048471	perinuclear region of cytoplasm	cellular_component	CC
GO:0048476	Holliday junction resolvase complex	cellular_component	CC
GO:0048500	signal recognition particle	cellular_component	CC
GO:0051233	spindle midzone	cellular_component	CC
GO:0055028	cortical microtubule	cellular_component	CC
GO:0055029	nuclear DNA-directed RNA polymerase complex	cellular_component	CC
GO:0055035	plastid thylakoid membrane	cellular_component	CC
GO:0055037	recycling endosome	cellular_component	CC
GO:0055087	Ski complex	cellular_component	CC
GO:0061617	MICOS complex	cellular_component	CC
GO:0070013	intracellular organelle lumen	cellular_component	CC
GO:0070161	anchoring junction	cellular_component	CC
GO:0070461	SAGA-type complex	cellular_component	CC
GO:0070652	HAUS complex	cellular_component	CC
GO:0070772	PAS complex	cellular_component	CC
GO:0070847	core mediator complex	cellular_component	CC
GO:0070860	RNA polymerase I core factor complex	cellular_component	CC
GO:0070876	SOSS complex	cellular_component	CC
GO:0070938	contractile ring	cellular_component	CC
GO:0070939	Dsl1/NZR complex	cellular_component	CC
GO:0070971	endoplasmic reticulum exit site	cellular_component	CC
GO:0070985	transcription factor TFIIK complex	cellular_component	CC
GO:0071004	U2-type prespliceosome	cellular_component	CC
GO:0071006	U2-type catalytic step 1 spliceosome	cellular_component	CC
GO:0071008	U2-type post-mRNA release spliceosomal complex	cellular_component	CC
GO:0071013	catalytic step 2 spliceosome	cellular_component	CC
GO:0071339	MLL1 complex	cellular_component	CC
GO:0071439	clathrin complex	cellular_component	CC
GO:0071819	DUBm complex	cellular_component	CC
GO:0071821	FANCM-MHF complex	cellular_component	CC
GO:0071944	cell periphery	cellular_component	CC
GO:0072546	EMC complex	cellular_component	CC
GO:0072686	mitotic spindle	cellular_component	CC
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	cellular_component	CC
GO:0089701	U2AF complex	cellular_component	CC
GO:0090404	pollen tube tip	cellular_component	CC
GO:0090575	RNA polymerase II transcription regulator complex	cellular_component	CC
GO:0090730	Las1 complex	cellular_component	CC
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	cellular_component	CC
GO:0097550	transcription preinitiation complex	cellular_component	CC
GO:0098552	side of membrane	cellular_component	CC
GO:0098588	bounding membrane of organelle	cellular_component	CC
GO:0098791	Golgi apparatus subcompartment	cellular_component	CC
GO:0098797	plasma membrane protein complex	cellular_component	CC
GO:0098803	respiratory chain complex	cellular_component	CC
GO:0098807	chloroplast thylakoid membrane protein complex	cellular_component	CC
GO:0099023	vesicle tethering complex	cellular_component	CC
GO:0101031	protein folding chaperone complex	cellular_component	CC
GO:0120114	Sm-like protein family complex	cellular_component	CC
GO:0140535	intracellular protein-containing complex	cellular_component	CC
GO:0180022	RQC-trigger complex	cellular_component	CC
GO:1902494	catalytic complex	cellular_component	CC
GO:1902555	endoribonuclease complex	cellular_component	CC
GO:1904423	dehydrodolichyl diphosphate synthase complex	cellular_component	CC
GO:1990071	TRAPPII protein complex	cellular_component	CC
GO:1990112	RQC complex	cellular_component	CC
GO:1990140	molybdopterin synthase complex	cellular_component	CC
GO:1990221	L-cysteine desulfurase complex	cellular_component	CC
GO:1990229	iron-sulfur cluster assembly complex	cellular_component	CC
GO:1990316	Atg1/ULK1 kinase complex	cellular_component	CC
GO:1990745	EARP complex	cellular_component	CC
GO:1990879	CST complex	cellular_component	CC
GO:1990904	ribonucleoprotein complex	cellular_component	CC
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	MF
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	MF
GO:0000030	mannosyltransferase activity	molecular_function	MF
GO:0000036	acyl carrier activity	molecular_function	MF
GO:0000049	tRNA binding	molecular_function	MF
GO:0000062	fatty-acyl-CoA binding	molecular_function	MF
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	MF
GO:0000149	SNARE binding	molecular_function	MF
GO:0000166	nucleotide binding	molecular_function	MF
GO:0000175	3'-5'-RNA exonuclease activity	molecular_function	MF
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	MF
GO:0000257	nitrilase activity	molecular_function	MF
GO:0000293	ferric-chelate reductase activity	molecular_function	MF
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	MF
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	molecular_function	MF
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	MF
GO:0000828	inositol hexakisphosphate kinase activity	molecular_function	MF
GO:0000829	diphosphoinositol pentakisphosphate kinase activity	molecular_function	MF
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	MF
GO:0000976	transcription cis-regulatory region binding	molecular_function	MF
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	MF
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	MF
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	MF
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	MF
GO:0000993	RNA polymerase II complex binding	molecular_function	MF
GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding	molecular_function	MF
GO:0001181	RNA polymerase I general transcription initiation factor activity	molecular_function	MF
GO:0001216	DNA-binding transcription activator activity	molecular_function	MF
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	MF
GO:0001530	lipopolysaccharide binding	molecular_function	MF
GO:0001653	peptide receptor activity	molecular_function	MF
GO:0001664	G protein-coupled receptor binding	molecular_function	MF
GO:0001671	ATPase activator activity	molecular_function	MF
GO:0001729	ceramide kinase activity	molecular_function	MF
GO:0001735	prenylcysteine oxidase activity	molecular_function	MF
GO:0002151	G-quadruplex RNA binding	molecular_function	MF
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	MF
GO:0002953	5'-deoxynucleotidase activity	molecular_function	MF
GO:0003676	nucleic acid binding	molecular_function	MF
GO:0003677	DNA binding	molecular_function	MF
GO:0003678	DNA helicase activity	molecular_function	MF
GO:0003680	minor groove of adenine-thymine-rich DNA binding	molecular_function	MF
GO:0003682	chromatin binding	molecular_function	MF
GO:0003684	damaged DNA binding	molecular_function	MF
GO:0003688	DNA replication origin binding	molecular_function	MF
GO:0003689	DNA clamp loader activity	molecular_function	MF
GO:0003690	double-stranded DNA binding	molecular_function	MF
GO:0003691	double-stranded telomeric DNA binding	molecular_function	MF
GO:0003697	single-stranded DNA binding	molecular_function	MF
GO:0003700	DNA-binding transcription factor activity	molecular_function	MF
GO:0003712	transcription coregulator activity	molecular_function	MF
GO:0003713	transcription coactivator activity	molecular_function	MF
GO:0003714	transcription corepressor activity	molecular_function	MF
GO:0003720	telomerase activity	molecular_function	MF
GO:0003723	RNA binding	molecular_function	MF
GO:0003724	RNA helicase activity	molecular_function	MF
GO:0003725	double-stranded RNA binding	molecular_function	MF
GO:0003729	mRNA binding	molecular_function	MF
GO:0003730	mRNA 3'-UTR binding	molecular_function	MF
GO:0003735	structural constituent of ribosome	molecular_function	MF
GO:0003743	translation initiation factor activity	molecular_function	MF
GO:0003746	translation elongation factor activity	molecular_function	MF
GO:0003747	translation release factor activity	molecular_function	MF
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	MF
GO:0003756	protein disulfide isomerase activity	molecular_function	MF
GO:0003774	cytoskeletal motor activity	molecular_function	MF
GO:0003777	microtubule motor activity	molecular_function	MF
GO:0003779	actin binding	molecular_function	MF
GO:0003824	catalytic activity	molecular_function	MF
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	MF
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular_function	MF
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	molecular_function	MF
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	MF
GO:0003843	1,3-beta-D-glucan synthase activity	molecular_function	MF
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	MF
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	MF
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	MF
GO:0003852	2-isopropylmalate synthase activity	molecular_function	MF
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	MF
GO:0003856	3-dehydroquinate synthase activity	molecular_function	MF
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular_function	MF
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	MF
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	MF
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	MF
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	molecular_function	MF
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	MF
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	molecular_function	MF
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	MF
GO:0003872	6-phosphofructokinase activity	molecular_function	MF
GO:0003873	6-phosphofructo-2-kinase activity	molecular_function	MF
GO:0003876	AMP deaminase activity	molecular_function	MF
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	MF
GO:0003881	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	molecular_function	MF
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	MF
GO:0003883	CTP synthase activity	molecular_function	MF
GO:0003885	D-arabinono-1,4-lactone oxidase activity	molecular_function	MF
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function	MF
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	MF
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	MF
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	MF
GO:0003905	alkylbase DNA N-glycosylase activity	molecular_function	MF
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function	MF
GO:0003909	DNA ligase activity	molecular_function	MF
GO:0003910	DNA ligase (ATP) activity	molecular_function	MF
GO:0003913	DNA photolyase activity	molecular_function	MF
GO:0003916	DNA topoisomerase activity	molecular_function	MF
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function	MF
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	molecular_function	MF
GO:0003919	FMN adenylyltransferase activity	molecular_function	MF
GO:0003921	GMP synthase activity	molecular_function	MF
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	MF
GO:0003923	GPI-anchor transamidase activity	molecular_function	MF
GO:0003924	GTPase activity	molecular_function	MF
GO:0003934	GTP cyclohydrolase I activity	molecular_function	MF
GO:0003935	GTP cyclohydrolase II activity	molecular_function	MF
GO:0003937	IMP cyclohydrolase activity	molecular_function	MF
GO:0003938	IMP dehydrogenase activity	molecular_function	MF
GO:0003941	L-serine ammonia-lyase activity	molecular_function	MF
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	MF
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	molecular_function	MF
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular_function	MF
GO:0003950	NAD+-protein poly-ADP-ribosyltransferase activity	molecular_function	MF
GO:0003951	NAD+ kinase activity	molecular_function	MF
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	MF
GO:0003954	NADH dehydrogenase activity	molecular_function	MF
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	molecular_function	MF
GO:0003958	NADPH-hemoprotein reductase activity	molecular_function	MF
GO:0003960	NADPH:quinone reductase activity	molecular_function	MF
GO:0003962	cystathionine gamma-synthase activity	molecular_function	MF
GO:0003964	RNA-directed DNA polymerase activity	molecular_function	MF
GO:0003968	RNA-dependent RNA polymerase activity	molecular_function	MF
GO:0003972	RNA ligase (ATP) activity	molecular_function	MF
GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	molecular_function	MF
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	MF
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	MF
GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	MF
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	MF
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	MF
GO:0003984	acetolactate synthase activity	molecular_function	MF
GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	MF
GO:0003987	acetate-CoA ligase activity	molecular_function	MF
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	MF
GO:0003991	acetylglutamate kinase activity	molecular_function	MF
GO:0003993	acid phosphatase activity	molecular_function	MF
GO:0003994	aconitate hydratase activity	molecular_function	MF
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	MF
GO:0003997	acyl-CoA oxidase activity	molecular_function	MF
GO:0003998	acylphosphatase activity	molecular_function	MF
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	MF
GO:0004000	adenosine deaminase activity	molecular_function	MF
GO:0004001	adenosine kinase activity	molecular_function	MF
GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	MF
GO:0004017	adenylate kinase activity	molecular_function	MF
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	MF
GO:0004019	adenylosuccinate synthase activity	molecular_function	MF
GO:0004020	adenylylsulfate kinase activity	molecular_function	MF
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	molecular_function	MF
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	MF
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	MF
GO:0004031	aldehyde oxidase activity	molecular_function	MF
GO:0004034	aldose 1-epimerase activity	molecular_function	MF
GO:0004038	allantoinase activity	molecular_function	MF
GO:0004042	L-glutamate N-acetyltransferase activity	molecular_function	MF
GO:0004044	amidophosphoribosyltransferase activity	molecular_function	MF
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	MF
GO:0004046	aminoacylase activity	molecular_function	MF
GO:0004047	aminomethyltransferase activity	molecular_function	MF
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function	MF
GO:0004049	anthranilate synthase activity	molecular_function	MF
GO:0004053	arginase activity	molecular_function	MF
