KO	pathway
K10817	ko01110
K10852	ko01110
K10960	ko01110
K10977	ko01110
K10978	ko01110
K11067	ko01110
K11155	ko01110
K11160	ko01110
K11175	ko01110
K11176	ko01110
K11188	ko01110
K11258	ko01110
K11262	ko01110
K11263	ko01110
K11333	ko01110
K11334	ko01110
K11335	ko01110
K11336	ko01110
K11337	ko01110
K11358	ko01110
K11381	ko01110
K11410	ko01110
K11472	ko01110
K11473	ko01110
K11517	ko01110
K11529	ko01110
K11532	ko01110
K11540	ko01110
K11541	ko01110
K11608	ko01110
K11609	ko01110
K11610	ko01110
K11611	ko01110
K11645	ko01110
K11646	ko01110
K11751	ko01110
K11752	ko01110
K11753	ko01110
K11755	ko01110
K11778	ko01110
K11782	ko01110
K11783	ko01110
K11784	ko01110
K11785	ko01110
K11787	ko01110
K11788	ko01110
K11808	ko01110
K11812	ko01110
K11813	ko01110
K11818	ko01110
K11819	ko01110
K11820	ko01110
K11821	ko01110
K12047	ko01110
K12073	ko01110
K12153	ko01110
K12154	ko01110
K12156	ko01110
K12250	ko01110
K12251	ko01110
K12298	ko01110
K12316	ko01110
K12317	ko01110
K12338	ko01110
K12355	ko01110
K12356	ko01110
K12406	ko01110
K12407	ko01110
K12420	ko01110
K12428	ko01110
K12437	ko01110
K12447	ko01110
K12451	ko01110
K12467	ko01110
K12501	ko01110
K12502	ko01110
K12503	ko01110
K12504	ko01110
K12505	ko01110
K12506	ko01110
K12524	ko01110
K12525	ko01110
K12526	ko01110
K12570	ko01110
K12628	ko01110
K12629	ko01110
K12630	ko01110
K12631	ko01110
K12632	ko01110
K12633	ko01110
K12634	ko01110
K12635	ko01110
K12636	ko01110
K12637	ko01110
K12638	ko01110
K12639	ko01110
K12640	ko01110
K12643	ko01110
K12644	ko01110
K12645	ko01110
K12657	ko01110
K12659	ko01110
K12673	ko01110
K12674	ko01110
K12675	ko01110
K12676	ko01110
K12677	ko01110
K12692	ko01110
K12693	ko01110
K12694	ko01110
K12695	ko01110
K12696	ko01110
K12697	ko01110
K12698	ko01110
K12699	ko01110
K12701	ko01110
K12702	ko01110
K12703	ko01110
K12704	ko01110
K12705	ko01110
K12707	ko01110
K12708	ko01110
K12709	ko01110
K12710	ko01110
K12711	ko01110
K12712	ko01110
K12713	ko01110
K12714	ko01110
K12719	ko01110
K12720	ko01110
K12721	ko01110
K12722	ko01110
K12723	ko01110
K12724	ko01110
K12729	ko01110
K12730	ko01110
K12731	ko01110
K12742	ko01110
K12743	ko01110
K12744	ko01110
K12745	ko01110
K12747	ko01110
K12748	ko01110
K12901	ko01110
K12902	ko01110
K12903	ko01110
K12904	ko01110
K12905	ko01110
K12906	ko01110
K12907	ko01110
K12908	ko01110
K12909	ko01110
K12910	ko01110
K12911	ko01110
K12912	ko01110
K12913	ko01110
K12914	ko01110
K12915	ko01110
K12917	ko01110
K12918	ko01110
K12919	ko01110
K12920	ko01110
K12921	ko01110
K12923	ko01110
K12924	ko01110
K12926	ko01110
K12927	ko01110
K12928	ko01110
K12929	ko01110
K12930	ko01110
K12934	ko01110
K12935	ko01110
K12936	ko01110
K12939	ko01110
K12957	ko01110
K12972	ko01110
K13027	ko01110
K13029	ko01110
K13030	ko01110
K13031	ko01110
K13032	ko01110
K13033	ko01110
K13034	ko01110
K13035	ko01110
K13037	ko01110
K13051	ko01110
K13063	ko01110
K13064	ko01110
K13065	ko01110
K13066	ko01110
K13067	ko01110
K13068	ko01110
K13070	ko01110
K13071	ko01110
K13077	ko01110
K13079	ko01110
K13081	ko01110
K13082	ko01110
K13083	ko01110
K13222	ko01110
K13223	ko01110
K13224	ko01110
K13225	ko01110
K13226	ko01110
K13227	ko01110
K13229	ko01110
K13230	ko01110
K13231	ko01110
K13232	ko01110
K13233	ko01110
K13234	ko01110
K13235	ko01110
K13240	ko01110
K13241	ko01110
K13242	ko01110
K13257	ko01110
K13258	ko01110
K13259	ko01110
K13260	ko01110
K13261	ko01110
K13262	ko01110
K13263	ko01110
K13265	ko01110
K13266	ko01110
K13267	ko01110
K13269	ko01110
K13272	ko01110
K13273	ko01110
K13306	ko01110
K13307	ko01110
K13308	ko01110
K13309	ko01110
K13310	ko01110
K13311	ko01110
K13312	ko01110
K13313	ko01110
K13315	ko01110
K13316	ko01110
K13317	ko01110
K13318	ko01110
K13319	ko01110
K13320	ko01110
K13322	ko01110
K13326	ko01110
K13327	ko01110
K13328	ko01110
K13329	ko01110
K13330	ko01110
K13332	ko01110
K13356	ko01110
K13371	ko01110
K13372	ko01110
K13373	ko01110
K13382	ko01110
K13383	ko01110
K13384	ko01110
K13385	ko01110
K13386	ko01110
K13387	ko01110
K13389	ko01110
K13390	ko01110
K13391	ko01110
K13392	ko01110
K13393	ko01110
K13394	ko01110
K13395	ko01110
K13396	ko01110
K13397	ko01110
K13398	ko01110
K13400	ko01110
K13401	ko01110
K13427	ko01110
K13492	ko01110
K13493	ko01110
K13494	ko01110
K13495	ko01110
K13496	ko01110
K13497	ko01110
K13498	ko01110
K13501	ko01110
K13503	ko01110
K13506	ko01110
K13507	ko01110
K13508	ko01110
K13509	ko01110
K13513	ko01110
K13517	ko01110
K13519	ko01110
K13523	ko01110
K13534	ko01110
K13542	ko01110
K13543	ko01110
K13544	ko01110
K13545	ko01110
K13546	ko01110
K13547	ko01110
K13548	ko01110
K13549	ko01110
K13550	ko01110
K13551	ko01110
K13552	ko01110
K13553	ko01110
K13554	ko01110
K13555	ko01110
K13556	ko01110
K13557	ko01110
K13559	ko01110
K13560	ko01110
K13561	ko01110
K13562	ko01110
K13563	ko01110
K13564	ko01110
K13565	ko01110
K13574	ko01110
K13600	ko01110
K13601	ko01110
K13602	ko01110
K13603	ko01110
K13604	ko01110
K13605	ko01110
K13606	ko01110
K13607	ko01110
K13608	ko01110
K13644	ko01110
K13679	ko01110
K13713	ko01110
K13727	ko01110
K13745	ko01110
K13774	ko01110
K13775	ko01110
K13787	ko01110
K13789	ko01110
K13799	ko01110
K13810	ko01110
K13811	ko01110
K13821	ko01110
K13829	ko01110
K13830	ko01110
K13832	ko01110
K13853	ko01110
K13937	ko01110
K13951	ko01110
K13952	ko01110
K13953	ko01110
K13954	ko01110
K13979	ko01110
K13997	ko01110
K14028	ko01110
K14029	ko01110
K14036	ko01110
K14037	ko01110
K14038	ko01110
K14039	ko01110
K14040	ko01110
K14041	ko01110
K14042	ko01110
K14043	ko01110
K14044	ko01110
K14045	ko01110
K14046	ko01110
K14047	ko01110
K14066	ko01110
K14073	ko01110
K14074	ko01110
K14075	ko01110
K14076	ko01110
K14085	ko01110
K14130	ko01110
K14132	ko01110
K14134	ko01110
K14135	ko01110
K14152	ko01110
K14155	ko01110
K14157	ko01110
K14163	ko01110
K14170	ko01110
K14173	ko01110
K14174	ko01110
K14176	ko01110
K14177	ko01110
K14178	ko01110
K14179	ko01110
K14180	ko01110
K14182	ko01110
K14183	ko01110
K14184	ko01110
K14186	ko01110
K14187	ko01110
K14190	ko01110
K14215	ko01110
K14244	ko01110
K14245	ko01110
K14246	ko01110
K14249	ko01110
K14250	ko01110
K14251	ko01110
K14252	ko01110
K14253	ko01110
K14254	ko01110
K14255	ko01110
K14256	ko01110
K14257	ko01110
K14260	ko01110
K14266	ko01110
K14271	ko01110
K14272	ko01110
K14329	ko01110
K14366	ko01110
K14367	ko01110
K14368	ko01110
K14369	ko01110
K14370	ko01110
K14371	ko01110
K14372	ko01110
K14373	ko01110
K14374	ko01110
K14375	ko01110
K14423	ko01110
K14424	ko01110
K14452	ko01110
K14454	ko01110
K14455	ko01110
K14456	ko01110
K14471	ko01110
K14472	ko01110
K14541	ko01110
K14577	ko01110
K14593	ko01110
K14594	ko01110
K14595	ko01110
K14596	ko01110
K14597	ko01110
K14598	ko01110
K14605	ko01110
K14606	ko01110
K14621	ko01110
K14626	ko01110
K14627	ko01110
K14628	ko01110
K14629	ko01110
K14630	ko01110
K14631	ko01110
K14632	ko01110
K14633	ko01110
K14641	ko01110
K14642	ko01110
K14652	ko01110
K14656	ko01110
K14674	ko01110
K14675	ko01110
K14677	ko01110
K14681	ko01110
K14682	ko01110
K14759	ko01110
K14760	ko01110
K14975	ko01110
K14976	ko01110
K14984	ko01110
K15036	ko01110
K15037	ko01110
K15086	ko01110
K15087	ko01110
K15088	ko01110
K15089	ko01110
K15090	ko01110
K15091	ko01110
K15092	ko01110
K15093	ko01110
K15094	ko01110
K15095	ko01110
K15096	ko01110
K15097	ko01110
K15098	ko01110
K15099	ko01110
K15226	ko01110
K15227	ko01110
K15230	ko01110
K15231	ko01110
K15314	ko01110
K15315	ko01110
K15316	ko01110
K15320	ko01110
K15397	ko01110
K15404	ko01110
K15405	ko01110
K15406	ko01110
K15467	ko01110
K15472	ko01110
K15506	ko01110
K15633	ko01110
K15634	ko01110
K15635	ko01110
K15639	ko01110
K15652	ko01110
K15728	ko01110
K15741	ko01110
K15742	ko01110
K15744	ko01110
K15745	ko01110
K15746	ko01110
K15747	ko01110
K15748	ko01110
K15759	ko01110
K15774	ko01110
K15775	ko01110
K15776	ko01110
K15777	ko01110
K15778	ko01110
K15779	ko01110
K15780	ko01110
K15791	ko01110
K15793	ko01110
K15800	ko01110
K15808	ko01110
K15812	ko01110
K15813	ko01110
K15814	ko01110
K15815	ko01110
K15816	ko01110
K15817	ko01110
K15819	ko01110
K15821	ko01110
K15823	ko01110
K15849	ko01110
K15860	ko01110
K15884	ko01110
K15885	ko01110
K15886	ko01110
K15887	ko01110
K15889	ko01110
K15890	ko01110
K15891	ko01110
K15892	ko01110
K15893	ko01110
K15907	ko01110
K15916	ko01110
K15918	ko01110
K15919	ko01110
K15926	ko01110
K15927	ko01110
K15928	ko01110
K15929	ko01110
K15930	ko01110
K15931	ko01110
K15932	ko01110
K15933	ko01110
K15934	ko01110
K15935	ko01110
K15936	ko01110
K15937	ko01110
K15938	ko01110
K15939	ko01110
K15941	ko01110
K15942	ko01110
K15943	ko01110
K15944	ko01110
K15945	ko01110
K15946	ko01110
K15947	ko01110
K15948	ko01110
K15949	ko01110
K15950	ko01110
K15951	ko01110
K15952	ko01110
K15953	ko01110
K15954	ko01110
K15955	ko01110
K15956	ko01110
K15957	ko01110
K15958	ko01110
K15959	ko01110
K15960	ko01110
K15961	ko01110
K15962	ko01110
K15963	ko01110
K15964	ko01110
K15965	ko01110
K15966	ko01110
K15967	ko01110
K15968	ko01110
K15969	ko01110
K15970	ko01110
K15971	ko01110
K15972	ko01110
K15988	ko01110
K15989	ko01110
K15990	ko01110
K15991	ko01110
K15992	ko01110
K15993	ko01110
K15994	ko01110
K15995	ko01110
K15996	ko01110
K15997	ko01110
K15998	ko01110
K15999	ko01110
K16000	ko01110
K16001	ko01110
K16002	ko01110
K16003	ko01110
K16004	ko01110
K16005	ko01110
K16006	ko01110
K16007	ko01110
K16008	ko01110
K16009	ko01110
K16010	ko01110
K16011	ko01110
K16015	ko01110
K16016	ko01110
K16017	ko01110
K16018	ko01110
K16019	ko01110
K16020	ko01110
K16021	ko01110
K16023	ko01110
K16033	ko01110
K16034	ko01110
K16035	ko01110
K16036	ko01110
K16037	ko01110
K16038	ko01110
K16039	ko01110
K16040	ko01110
K16055	ko01110
K16082	ko01110
K16083	ko01110
K16084	ko01110
K16085	ko01110
K16086	ko01110
K16149	ko01110
K16150	ko01110
K16153	ko01110
K16207	ko01110
K16265	ko01110
K16266	ko01110
K16305	ko01110
K16306	ko01110
K16339	ko01110
K16342	ko01110
K16343	ko01110
K16368	ko01110
K16369	ko01110
K16370	ko01110
K16421	ko01110
K16422	ko01110
K16423	ko01110
K16424	ko01110
K16425	ko01110
K16426	ko01110
K16427	ko01110
K16431	ko01110
K16435	ko01110
K16436	ko01110
K16437	ko01110
K16438	ko01110
K16439	ko01110
K16619	ko01110
K16792	ko01110
K16793	ko01110
K16816	ko01110
K16817	ko01110
K16818	ko01110
K16860	ko01110
K16881	ko01110
K17054	ko01110
K17055	ko01110
K17056	ko01110
K17058	ko01110
K17059	ko01110
K17069	ko01110
K17078	ko01110
K17103	ko01110
K17104	ko01110
K17105	ko01110
K17194	ko01110
K17211	ko01110
K17212	ko01110
K17217	ko01110
K17360	ko01110
K17450	ko01110
K17475	ko01110
K17476	ko01110
K17497	ko01110
K17625	ko01110
K17626	ko01110
K17643	ko01110
K17644	ko01110
K17645	ko01110
K17646	ko01110
K17647	ko01110
K17648	ko01110
K17649	ko01110
K17650	ko01110
K17651	ko01110
K17652	ko01110
K17717	ko01110
K17744	ko01110
K17746	ko01110
K17747	ko01110
K17753	ko01110
K17819	ko01110
K17825	ko01110
K17826	ko01110
K17827	ko01110
K17829	ko01110
K17830	ko01110
K17835	ko01110
K17836	ko01110
K17841	ko01110
K17842	ko01110
K17872	ko01110
K17876	ko01110
K17900	ko01110
K17911	ko01110
K17912	ko01110
K17913	ko01110
K17940	ko01110
K17942	ko01110
K17947	ko01110
K17961	ko01110
K17982	ko01110
K17989	ko01110
K18000	ko01110
K18001	ko01110
K18002	ko01110
K18003	ko01110
K18009	ko01110
K18010	ko01110
K18054	ko01110
K18056	ko01110
K18057	ko01110
K18062	ko01110
K18091	ko01110
K18097	ko01110
K18108	ko01110
K18113	ko01110
K18118	ko01110
K18121	ko01110
K18124	ko01110
K18125	ko01110
K18209	ko01110
K18210	ko01110
K18221	ko01110
K18240	ko01110
K18279	ko01110
K18280	ko01110
K18281	ko01110
K18284	ko01110
K18285	ko01110
K18286	ko01110
K18287	ko01110
K18315	ko01110
K18316	ko01110
K18317	ko01110
K18318	ko01110
K18319	ko01110
K18368	ko01110
K18383	ko01110
K18385	ko01110
K18386	ko01110
K18387	ko01110
K18388	ko01110
K18389	ko01110
K18390	ko01110
K18391	ko01110
K18392	ko01110
K18393	ko01110
K18394	ko01110
K18395	ko01110
K18396	ko01110
K18397	ko01110
K18447	ko01110
K18472	ko01110
K18532	ko01110
K18533	ko01110
K18534	ko01110
K18537	ko01110
K18556	ko01110
K18558	ko01110
K18562	ko01110
K18563	ko01110
K18565	ko01110
K18566	ko01110
K18568	ko01110
K18569	ko01110
K18570	ko01110
K18571	ko01110
K18572	ko01110
K18582	ko01110
K18583	ko01110
K18586	ko01110
K18606	ko01110
K18649	ko01110
K18652	ko01110
K18653	ko01110
K18654	ko01110
K18686	ko01110
K18689	ko01110
K18690	ko01110
K18693	ko01110
K18800	ko01110
K18836	ko01110
K18851	ko01110
K18857	ko01110
K18858	ko01110
K18859	ko01110
K18860	ko01110
K18884	ko01110
K18933	ko01110
K18966	ko01110
K19007	ko01110
K19064	ko01110
K19073	ko01110
K19102	ko01110
K19103	ko01110
K19104	ko01110
K19105	ko01110
K19106	ko01110
K19107	ko01110
K19108	ko01110
K19109	ko01110
K19110	ko01110
K19111	ko01110
K19112	ko01110
K19113	ko01110
K19177	ko01110
K19180	ko01110
K19182	ko01110
K19183	ko01110
K19184	ko01110
K19200	ko01110
K19222	ko01110
K19243	ko01110
K19267	ko01110
K19269	ko01110
K19312	ko01110
K19517	ko01110
K19532	ko01110
K19546	ko01110
K19547	ko01110
K19548	ko01110
K19549	ko01110
K19550	ko01110
K19566	ko01110
K19567	ko01110
K19568	ko01110
K19569	ko01110
K19570	ko01110
K19571	ko01110
K19650	ko01110
K19651	ko01110
K19652	ko01110
K19664	ko01110
K19665	ko01110
K19698	ko01110
K19723	ko01110
K19724	ko01110
K19725	ko01110
K19726	ko01110
K19727	ko01110
K19741	ko01110
K19813	ko01110
K19834	ko01110
K19835	ko01110
K19836	ko01110
K19853	ko01110
K19854	ko01110
K19855	ko01110
K19856	ko01110
K19857	ko01110
K19858	ko01110
K19859	ko01110
K19884	ko01110
K19885	ko01110
K19886	ko01110
K19887	ko01110
K19888	ko01110
K19889	ko01110
K19969	ko01110
K19970	ko01110
K19974	ko01110
K19978	ko01110
K19979	ko01110
K19981	ko01110
K19982	ko01110
K20039	ko01110
K20075	ko01110
K20076	ko01110
K20077	ko01110
K20078	ko01110
K20079	ko01110
K20080	ko01110
K20081	ko01110
K20082	ko01110
K20085	ko01110
K20086	ko01110
K20087	ko01110
K20088	ko01110
K20089	ko01110
K20090	ko01110
K20142	ko01110
K20144	ko01110
K20152	ko01110
K20156	ko01110
K20159	ko01110
K20204	ko01110
K20257	ko01110
K20260	ko01110
K20261	ko01110
K20262	ko01110
K20420	ko01110
K20421	ko01110
K20422	ko01110
K20423	ko01110
K20424	ko01110
K20425	ko01110
K20426	ko01110
K20427	ko01110
K20428	ko01110
K20430	ko01110
K20431	ko01110
K20432	ko01110
K20433	ko01110
K20434	ko01110
K20435	ko01110
K20436	ko01110
K20437	ko01110
K20438	ko01110
K20439	ko01110
K20440	ko01110
K20441	ko01110
K20442	ko01110
K20443	ko01110
K20501	ko01110
K20502	ko01110
K20503	ko01110
K20508	ko01110
K20512	ko01110
K20513	ko01110
K20514	ko01110
K20515	ko01110
K20516	ko01110
K20517	ko01110
K20518	ko01110
K20519	ko01110
K20545	ko01110
K20546	ko01110
K20561	ko01110
K20565	ko01110
K20566	ko01110
K20567	ko01110
K20568	ko01110
K20569	ko01110
K20570	ko01110
K20571	ko01110
K20572	ko01110
K20573	ko01110
K20574	ko01110
K20575	ko01110
K20576	ko01110
K20577	ko01110
K20578	ko01110
K20579	ko01110
K20580	ko01110
K20581	ko01110
K20582	ko01110
K20583	ko01110
K20584	ko01110
K20585	ko01110
K20586	ko01110
K20587	ko01110
K20588	ko01110
K20589	ko01110
K20590	ko01110
K20591	ko01110
K20592	ko01110
K20593	ko01110
K20594	ko01110
K20595	ko01110
K20596	ko01110
K20597	ko01110
K20598	ko01110
K20611	ko01110
K20616	ko01110
K20618	ko01110
K20621	ko01110
K20623	ko01110
K20657	ko01110
K20658	ko01110
K20659	ko01110
K20666	ko01110
K20667	ko01110
K20678	ko01110
K20679	ko01110
K20680	ko01110
K20681	ko01110
K20682	ko01110
K20709	ko01110
K20771	ko01110
K20772	ko01110
K20802	ko01110
K20810	ko01110
K20812	ko01110
K20860	ko01110
K20861	ko01110
K20862	ko01110
K20884	ko01110
K20930	ko01110
K20940	ko01110
K20979	ko01110
K20980	ko01110
K20981	ko01110
K20982	ko01110
K20983	ko01110
K20984	ko01110
K20985	ko01110
K20986	ko01110
K21026	ko01110
K21036	ko01110
K21058	ko01110
K21063	ko01110
K21064	ko01110
K21069	ko01110
K21070	ko01110
K21071	ko01110
K21103	ko01110
K21120	ko01110
K21146	ko01110
K21160	ko01110
K21161	ko01110
K21162	ko01110
K21163	ko01110
K21164	ko01110
K21165	ko01110
K21166	ko01110
K21167	ko01110
K21168	ko01110
K21169	ko01110
K21170	ko01110
K21171	ko01110
K21172	ko01110
K21173	ko01110
K21174	ko01110
K21175	ko01110
K21176	ko01110
K21177	ko01110
K21178	ko01110
K21179	ko01110
K21181	ko01110
K21182	ko01110
K21184	ko01110
K21185	ko01110
K21188	ko01110
K21191	ko01110
K21192	ko01110
K21202	ko01110
K21203	ko01110
K21204	ko01110
K21205	ko01110
K21207	ko01110
K21208	ko01110
K21210	ko01110
K21211	ko01110
K21212	ko01110
K21213	ko01110
K21214	ko01110
K21215	ko01110
K21222	ko01110
K21223	ko01110
K21224	ko01110
K21225	ko01110
K21227	ko01110
K21228	ko01110
K21254	ko01110
K21255	ko01110
K21256	ko01110
K21257	ko01110
K21258	ko01110
K21259	ko01110
K21260	ko01110
K21261	ko01110
K21262	ko01110
K21263	ko01110
K21268	ko01110
K21271	ko01110
K21272	ko01110
K21273	ko01110
K21274	ko01110
K21275	ko01110
K21291	ko01110
K21292	ko01110
K21294	ko01110
K21295	ko01110
K21297	ko01110
K21301	ko01110
K21311	ko01110
K21312	ko01110
K21325	ko01110
K21326	ko01110
K21327	ko01110
K21328	ko01110
K21329	ko01110
K21330	ko01110
K21331	ko01110
K21332	ko01110
K21333	ko01110
K21335	ko01110
K21336	ko01110
K21337	ko01110
K21338	ko01110
K21346	ko01110
K21354	ko01110
K21359	ko01110
K21360	ko01110
K21371	ko01110
K21372	ko01110
K21373	ko01110
K21374	ko01110
K21383	ko01110
K21418	ko01110
K21428	ko01110
K21477	ko01110
K21480	ko01110
K21513	ko01110
K21539	ko01110
K21540	ko01110
K21550	ko01110
K21568	ko01110
K21580	ko01110
K21588	ko01110
K21610	ko01110
K21611	ko01110
K21612	ko01110
K21692	ko01110
K21693	ko01110
K21714	ko01110
K21715	ko01110
K21718	ko01110
K21719	ko01110
K21721	ko01110
K21722	ko01110
K21723	ko01110
K21724	ko01110
K21778	ko01110
K21779	ko01110
K21780	ko01110
K21781	ko01110
K21782	ko01110
K21783	ko01110
K21784	ko01110
K21785	ko01110
K21786	ko01110
K21787	ko01110
K21788	ko01110
K21789	ko01110
K21790	ko01110
K21791	ko01110
K21792	ko01110
K21793	ko01110
K21796	ko01110
K21819	ko01110
K21895	ko01110
K21896	ko01110
K21898	ko01110
K21925	ko01110
K21926	ko01110
K21927	ko01110
K21928	ko01110
K21937	ko01110
K21938	ko01110
K21949	ko01110
K22011	ko01110
K22012	ko01110
K22013	ko01110
K22049	ko01110
K22050	ko01110
K22064	ko01110
K22065	ko01110
K22088	ko01110
K22089	ko01110
K22090	ko01110
K22091	ko01110
K22092	ko01110
K22093	ko01110
K22094	ko01110
K22095	ko01110
K22096	ko01110
K22097	ko01110
K22098	ko01110
K22113	ko01110
K22114	ko01110
K22223	ko01110
K22225	ko01110
K22226	ko01110
K22227	ko01110
K22251	ko01110
K22269	ko01110
K22283	ko01110
K22284	ko01110
K22305	ko01110
K22321	ko01110
K22323	ko01110
K22326	ko01110
K22327	ko01110
K22337	ko01110
K22365	ko01110
K22374	ko01110
K22389	ko01110
K22392	ko01110
K22395	ko01110
K22433	ko01110
K22434	ko01110
K22435	ko01110
K22436	ko01110
K22440	ko01110
K22445	ko01110
K22450	ko01110
K22451	ko01110
K22458	ko01110
K22473	ko01110
K22474	ko01110
K22476	ko01110
K22477	ko01110
K22478	ko01110
K22492	ko01110
K22502	ko01110
K22554	ko01110
K22568	ko01110
K22569	ko01110
K22570	ko01110
K22571	ko01110
K22572	ko01110
K22573	ko01110
K22574	ko01110
K22575	ko01110
K22588	ko01110
K22598	ko01110
K22634	ko01110
K22635	ko01110
K22636	ko01110
K22637	ko01110
K22638	ko01110
K22639	ko01110
K22697	ko01110
K22706	ko01110
K22772	ko01110
K22794	ko01110
K22798	ko01110
K22799	ko01110
K22800	ko01110
K22801	ko01110
K22802	ko01110
K22813	ko01110
K22831	ko01110
K22842	ko01110
K22845	ko01110
K22848	ko01110
K22849	ko01110
K22912	ko01110
K22932	ko01110
K22934	ko01110
K22945	ko01110
K22946	ko01110
K22947	ko01110
K22948	ko01110
K22949	ko01110
K22982	ko01110
K22997	ko01110
K22998	ko01110
K23037	ko01110
K23053	ko01110
K23094	ko01110
K23095	ko01110
K23109	ko01110
K23136	ko01110
K23137	ko01110
K23144	ko01110
K23145	ko01110
K23157	ko01110
K23158	ko01110
K23179	ko01110
K23180	ko01110
K23232	ko01110
K23260	ko01110
K23264	ko01110
K23265	ko01110
K23269	ko01110
K23270	ko01110
K23276	ko01110
K23304	ko01110
K23371	ko01110
K23372	ko01110
K23373	ko01110
K23374	ko01110
K23375	ko01110
K23378	ko01110
K23446	ko01110
K23447	ko01110
K23452	ko01110
K23485	ko01110
K23493	ko01110
K23494	ko01110
K23520	ko01110
K23521	ko01110
K23522	ko01110
K23523	ko01110
K23524	ko01110
K23558	ko01110
K23646	ko01110
K23647	ko01110
K23662	ko01110
K23665	ko01110
K23666	ko01110
K23667	ko01110
K23668	ko01110
K23669	ko01110
K23670	ko01110
K23671	ko01110
K23672	ko01110
K23673	ko01110
K23736	ko01110
K23737	ko01110
K23810	ko01110
K23825	ko01110
K23862	ko01110
K23888	ko01110
K23889	ko01110
K23890	ko01110
K23891	ko01110
K23892	ko01110
K23987	ko01110
K23989	ko01110
K23990	ko01110
K23999	ko01110
K24000	ko01110
K24017	ko01110
K24018	ko01110
K24034	ko01110
K24041	ko01110
K24042	ko01110
K24108	ko01110
K24109	ko01110
K24110	ko01110
K24111	ko01110
K24112	ko01110
K24189	ko01110
K24263	ko01110
K24264	ko01110
K24276	ko01110
K24277	ko01110
K24287	ko01110
K24292	ko01110
K24390	ko01110
K24438	ko01110
K24439	ko01110
K24440	ko01110
K24441	ko01110
K24460	ko01110
K24528	ko01110
K24529	ko01110
K24530	ko01110
K24531	ko01110
K24541	ko01110
K24843	ko01110
K24844	ko01110
K24845	ko01110
K24855	ko01110
K24856	ko01110
K24857	ko01110
K24858	ko01110
K24866	ko01110
K24867	ko01110
K24872	ko01110
K24873	ko01110
K25026	ko01110
K25031	ko01110
K25033	ko01110
K25060	ko01110
K25072	ko01110
K25073	ko01110
K25074	ko01110
K25075	ko01110
K25463	ko01110
K25486	ko01110
K25487	ko01110
K25488	ko01110
K25491	ko01110
K25517	ko01110
K25518	ko01110
K25522	ko01110
K25523	ko01110
K25528	ko01110
K25562	ko01110
K25563	ko01110
K25580	ko01110
K25581	ko01110
K25582	ko01110
K25583	ko01110
K25584	ko01110
K25594	ko01110
K25597	ko01110
K25598	ko01110
K25801	ko01110
K25824	ko01110
K25959	ko01110
K25995	ko01110
K25996	ko01110
K25998	ko01110
K26037	ko01110
K26038	ko01110
K26318	ko01110
K26400	ko01110
K26481	ko01110
K26482	ko01110
K26483	ko01110
K26484	ko01110
K26485	ko01110
K26487	ko01110
K26488	ko01110
K26489	ko01110
K26490	ko01110
K26491	ko01110
K26493	ko01110
K26494	ko01110
K26495	ko01110
K27070	ko01110
K27071	ko01110
K27072	ko01110
K27073	ko01110
K27074	ko01110
K27093	ko01110
K27094	ko01110
K27095	ko01110
K27306	ko01110
K27308	ko01110
K27359	ko01110
K27394	ko01110
K27501	ko01110
K27502	ko01110
K27503	ko01110
K27538	ko01110
K27539	ko01110
K27542	ko01110
K27545	ko01110
K27598	ko01110
